STATION_NAME,STN_ID,LAT,LON,ENSEMBLE,RCP,MODEL,CLIMATOLOGY,Annual,DJF,MAM,JJA,SON,NDJFMA,MJJASO,January,February,March,April,May,June,July,August,September,October,November,December
TOWNSVILLE-AERO,32040,-19.25,146.77,r1i1p1,rcp26,NorESM1-M,2080-2099,63.82,69.38,64.16,61.46,60.44,66.51,61.28,68.93,72.56,66.61,63.06,62.82,63.19,61.36,59.83,59.8,60.68,60.83,66.21
WAGGA-WAGGA-AMO,72150,-35.16,147.46,r1i1p1,rcp26,NorESM1-M,2080-2099,67.35,53.6,66.85,83.51,65.76,56.78,78.15,51.96,55.89,57.69,64.43,78.42,85.76,85.93,78.83,75.08,64.87,57.34,51.95
WILLIAMTOWN-RAAF,61078,-32.79,151.84,r1i1p1,rcp26,NorESM1-M,2080-2099,72.5,73.18,78.06,74.52,64.43,73.48,71.64,72.12,78.03,77.79,76.58,79.79,78.64,76.81,68.12,64.76,61.69,66.82,68.88
WOOMERA-AERODROME,16001,-31.16,136.81,r1i1p1,rcp26,NorESM1-M,2080-2099,51.62,42.88,52.24,67.12,44.35,44.21,59.13,40.99,43,46.96,47.92,61.85,72.76,69.76,58.82,49.61,41.95,41.49,44.29
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,r1i1p1,rcp45,ACCESS1-0,2020-2039,62.39,53.18,64.25,74.9,57.2,55.59,69.19,53.85,52.05,60.84,60.47,71.45,78.5,76.66,69.54,62.92,56.1,52.57,53.76
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,r1i1p1,rcp45,ACCESS1-0,2020-2039,72.94,63.34,75.4,81.82,71.24,67.24,78.71,62.89,64.83,70.57,75.86,79.78,83.83,82.12,79.51,76.09,70.92,66.72,62.12
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,r1i1p1,rcp45,ACCESS1-0,2020-2039,39.04,33.89,40.89,52.7,28.82,33.62,44.52,34.5,37.18,32.64,38.72,51.31,60.5,58.12,39.48,28.48,29.22,28.75,29.54
AMBERLEY-AMO,40004,-27.63,152.71,r1i1p1,rcp45,ACCESS1-0,2020-2039,65.97,64.85,70.93,71.32,56.79,64.58,67.39,65.21,68.67,66.23,69.68,76.87,78.09,72.27,63.6,57.01,56.48,56.87,60.63
BRISBANE-AERO,40842,-27.39,153.13,r1i1p1,rcp45,ACCESS1-0,2020-2039,64.82,65.68,69.44,65.65,58.46,65.48,64.12,65.3,68.87,67.73,68.75,71.85,70.43,66.71,59.81,57.55,58.39,59.43,62.99
BROOME-AIRPORT,3003,-17.95,122.23,r1i1p1,rcp45,ACCESS1-0,2020-2039,55.29,71.15,54.78,41.39,53.87,65.78,44.83,68.94,79.97,69.47,52.85,42.01,41.67,41.15,41.34,49.44,53.34,58.82,64.53
CAIRNS-AERO,31011,-16.87,145.75,r1i1p1,rcp45,ACCESS1-0,2020-2039,72.74,75.41,76.35,72.12,67.04,74.68,70.82,75.8,78.75,75.62,77.7,75.74,72.42,74.38,69.57,65.96,66.84,68.32,71.8
CANBERRA-AIRPORT-COMPARISON,70014,-35.3,149.2,r1i1p1,rcp45,ACCESS1-0,2020-2039,72.39,66.24,76.82,80.82,65.54,68.51,76.22,68.93,67.46,72.94,75.23,82.29,85.26,82.73,74.47,69.15,63.39,64.07,62.72
CARNARVON-AIRPORT,6011,-24.89,113.67,r1i1p1,rcp45,ACCESS1-0,2020-2039,57.16,57.35,56.19,62.52,52.58,55.83,58.5,57.16,59.4,56.56,54.74,57.28,64.57,65.07,57.91,53.99,52.15,51.59,55.51
CEDUNA-AMO,18012,-32.13,133.7,r1i1p1,rcp45,ACCESS1-0,2020-2039,63.67,58.79,66.01,74.46,55.53,59.44,68.03,58.59,61.66,65.68,61.39,70.97,77.05,75.56,70.77,61.78,52.07,52.72,55.86
CHARLEVILLE-AERO,44021,-26.42,146.25,r1i1p1,rcp45,ACCESS1-0,2020-2039,46.46,43.88,49.36,56.68,35.78,43.3,49.52,46.02,50.42,40.63,48.88,58.58,65.19,58.29,46.55,35.27,33.25,38.84,35.61
COBAR-MO,48027,-31.49,145.83,r1i1p1,rcp45,ACCESS1-0,2020-2039,54.47,43.34,59.65,69.95,44.83,47.14,61.81,48.49,46.54,50.78,59.64,68.53,75.64,72.5,61.72,50.17,42.31,42,35.28
COFFS-HARBOUR-MO,59040,-30.31,153.12,r1i1p1,rcp45,ACCESS1-0,2020-2039,66.48,70.71,71.78,64.62,58.84,70.03,62.94,70.46,74.91,74.93,68.76,71.65,69.79,66.55,57.51,54.7,57.45,64.38,66.71
DARWIN-AIRPORT,14015,-12.42,130.89,r1i1p1,rcp45,ACCESS1-0,2020-2039,69.44,78.84,71.57,59.5,67.88,76.61,62.29,80.06,81.91,80.45,72.69,61.58,56.47,59.94,62.08,66.82,66.86,69.97,74.42
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,r1i1p1,rcp45,ACCESS1-0,2020-2039,67.12,56.26,69.76,82.09,60.13,59.23,75.1,59.94,58.39,62.97,67.69,78.6,85.89,83.32,76.65,67.99,56.83,55.1,50.67
EAST-SALE-AIRPORT,85072,-38.12,147.13,r1i1p1,rcp45,ACCESS1-0,2020-2039,78.37,74.04,83.36,83.04,72.98,76.38,80.34,74.79,75.97,81.9,81.96,86.23,85.83,84.58,78.72,76.13,70.57,72.23,71.52
ESPERANCE,9789,-33.83,121.89,r1i1p1,rcp45,ACCESS1-0,2020-2039,65.14,57.74,67.63,73.71,61.68,59.92,70.48,56.35,59.49,62.95,66.65,73.28,75.48,74.54,71.12,67.88,60.62,56.53,56.81
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,r1i1p1,rcp45,ACCESS1-0,2020-2039,59.08,48.25,57.59,74.63,55.93,49.96,68.29,47.61,49.65,51.35,57.07,64.33,74.51,75.65,73.72,68.3,53.24,46.24,47.22
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,r1i1p1,rcp45,ACCESS1-0,2020-2039,68.09,62.67,70.85,75.61,63.26,64.49,71.74,62.24,65.28,68.37,68.9,75.27,78.51,76.61,71.73,65.59,62.74,61.46,60.42
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,r1i1p1,rcp45,ACCESS1-0,2020-2039,53.97,44.93,57.68,66.92,46.36,47.1,60.71,41.76,50.35,51.06,56.39,64.58,72.21,68.33,60.23,53.02,45.91,40.15,42.2
LAUNCESTON-AIRPORT-COMPARISON,91104,-41.54,147.2,r1i1p1,rcp45,ACCESS1-0,2020-2039,77.32,68.51,79.63,87.57,73.66,71.08,83.6,68.2,72.11,74.32,77.47,87.08,89.5,88.91,84.3,78.07,73.77,69.14,65.02
LAVERTON-RAAF,87031,-37.86,144.76,r1i1p1,rcp45,ACCESS1-0,2020-2039,73.72,68.36,77.15,80.61,68.68,70.04,77.35,69.6,68.66,73.09,75.65,82.71,83.13,82.19,76.52,73.1,66.42,66.5,67.03
MACKAY-M.O,33119,-21.12,149.22,r1i1p1,rcp45,ACCESS1-0,2020-2039,73.59,73.96,78.27,75.16,67.02,73.82,73.39,73.45,77.69,75.32,79.79,79.68,75.94,78.17,71.36,67.1,68.07,65.87,70.61
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,r1i1p1,rcp45,ACCESS1-0,2020-2039,40.54,32.75,42.71,53.28,33.11,34.41,46.53,26.39,41.61,37.1,43.4,47.63,60.3,55.57,43.98,39.23,32.46,27.65,30.53
MELBOURNE-AIRPORT,86282,-37.68,144.84,r1i1p1,rcp45,ACCESS1-0,2020-2039,72.06,67.17,75.22,78.27,67.49,68.77,75.31,68.84,67.35,72.11,73.27,80.27,81.35,79.6,73.86,71.39,65.39,65.68,65.59
MILDURA-AIRPORT,76031,-34.23,142.08,r1i1p1,rcp45,ACCESS1-0,2020-2039,64.88,54.05,69.19,79.94,56.29,56.99,72.81,59.83,53.83,60.89,67.42,79.27,84.62,82.34,72.85,66,51.81,51.06,48.67
MOREE-AERO,53115,-29.49,149.85,r1i1p1,rcp45,ACCESS1-0,2020-2039,58.29,54.66,59.58,69.05,49.76,54.35,62.25,58.09,57.56,55.04,56.7,67.01,73.73,70.85,62.57,52.14,47.21,49.93,48.69
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,r1i1p1,rcp45,ACCESS1-0,2020-2039,74.77,66.24,77.64,84.75,70.5,68.98,80.61,65.23,66.96,73.27,74.86,84.8,88.17,85.81,80.28,76.17,68.43,66.91,66.31
MOUNT-ISA-AERO,29127,-20.68,139.49,r1i1p1,rcp45,ACCESS1-0,2020-2039,39.86,50.58,40.16,39.94,28.6,43.68,35.93,54.11,57.52,41.41,35.78,43.29,47.28,41.97,30.56,25.89,26.58,33.33,40.62
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,r1i1p1,rcp45,ACCESS1-0,2020-2039,70.42,73.79,75.04,69.61,62.98,73.12,67.73,75.5,76.52,77.4,71.95,75.77,72.93,71.71,64.19,60.97,60.27,67.56,69.54
PERTH-AIRPORT,9021,-31.93,115.98,r1i1p1,rcp45,ACCESS1-0,2020-2039,62.16,48.05,62.29,78.12,60.35,52.23,72.24,44.8,50.11,54.85,62.19,69.84,79.72,79.24,75.41,69.48,59.74,51.83,48.73
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,r1i1p1,rcp45,ACCESS1-0,2020-2039,41.88,55.65,41.04,36.65,34.31,48.18,35.71,55.45,62.55,48.89,37.23,36.99,39.9,36.84,33.21,33.97,33.36,35.62,48.51
RICHMOND-RAAF,67105,-33.6,150.78,r1i1p1,rcp45,ACCESS1-0,2020-2039,73.53,73.93,80.03,76.6,63.59,74.49,72.7,75.64,76.46,80.4,77,82.69,81.94,78.54,69.31,63.62,60.08,67.08,69.64
ROCKHAMPTON-AERO,39083,-23.38,150.48,r1i1p1,rcp45,ACCESS1-0,2020-2039,66.1,67.84,68.54,68.04,60.15,66.33,66.01,69.01,69.98,65.74,69.22,70.66,69.72,69.34,65.06,60.03,61.22,59.19,64.03
SYDNEY-AIRPORT-AMO,66037,-33.94,151.17,r1i1p1,rcp45,ACCESS1-0,2020-2039,67.6,70.87,72.5,66.02,60.95,70.35,64.89,71.86,72.86,74.06,70.27,73.19,69.78,67.46,60.84,59.48,58.59,64.78,68.03
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,r1i1p1,rcp45,ACCESS1-0,2020-2039,36,48.68,35.22,32.82,27.32,41.72,30.28,50.01,53.27,39.01,31.5,35.14,38.84,34.37,25.25,22.6,25.49,33.86,42.7
TOWNSVILLE-AERO,32040,-19.25,146.77,r1i1p1,rcp45,ACCESS1-0,2020-2039,64.51,69.31,65.09,62.78,60.79,66.75,62.24,68.74,72.55,65.02,64.67,65.57,63.38,65.01,59.95,57.72,61.79,62.87,66.82
WAGGA-WAGGA-AMO,72150,-35.16,147.46,r1i1p1,rcp45,ACCESS1-0,2020-2039,67.16,52.32,68.92,83.08,64.2,56.77,77.47,56.23,52.25,59.7,67.91,79.16,86.24,84.7,78.28,73.63,62.79,56.17,48.87
WILLIAMTOWN-RAAF,61078,-32.79,151.84,r1i1p1,rcp45,ACCESS1-0,2020-2039,72.67,72.88,78.57,74.47,64.74,73.59,71.82,72.87,76.78,79.06,75.56,81.1,78.47,75.8,69.15,64.65,61.74,67.82,69
WOOMERA-AERODROME,16001,-31.16,136.81,r1i1p1,rcp45,ACCESS1-0,2020-2039,52.66,44.32,54.58,67.97,43.72,46.03,59.35,47.54,44.87,50.1,51.19,62.44,72.17,70.65,61.08,48.82,40.95,41.4,40.65
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,r1i1p1,rcp45,ACCESS1-0,2040-2059,62.67,53.71,63.88,75.63,57.43,55.77,69.57,53.28,53.32,61.48,58.92,71.25,78.99,77.87,70.03,62.78,56.49,53.03,54.65
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,r1i1p1,rcp45,ACCESS1-0,2040-2059,72.84,63.56,75.32,81.66,70.89,67.37,78.39,63.47,64.79,69.71,76.84,79.42,82.53,82.56,79.9,76.07,69.84,66.74,62.23
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,r1i1p1,rcp45,ACCESS1-0,2040-2059,40.98,35.92,42.31,55.37,30.53,34.9,47.15,33.18,36.49,33.07,38.17,55.68,64.23,59.13,42.74,30.14,30.99,30.47,37.49
AMBERLEY-AMO,40004,-27.63,152.71,r1i1p1,rcp45,ACCESS1-0,2040-2059,67.29,66.94,72.78,71.97,57.49,66.88,67.74,67.08,68.91,67.98,72.16,78.21,77.26,73.56,65.09,56.13,56.17,60.17,64.79
BRISBANE-AERO,40842,-27.39,153.13,r1i1p1,rcp45,ACCESS1-0,2040-2059,65.76,66.77,70.98,66.16,59.07,67.01,64.47,66.57,68.93,69.36,70.74,72.86,69.76,67.74,60.99,57.03,58.43,61.74,64.93
BROOME-AIRPORT,3003,-17.95,122.23,r1i1p1,rcp45,ACCESS1-0,2040-2059,55.1,69.13,55.87,41.92,53.48,64.56,45.65,68.5,74.65,68.12,53.54,45.94,43.53,40.7,41.53,48.24,53.94,58.26,64.22
CAIRNS-AERO,31011,-16.87,145.75,r1i1p1,rcp45,ACCESS1-0,2040-2059,73.39,75.98,77.42,72.22,67.9,75.71,71.09,76.88,78.58,77.61,79.13,75.52,72.82,74.42,69.42,66.68,67.68,69.33,72.59
CANBERRA-AIRPORT-COMPARISON,70014,-35.3,149.2,r1i1p1,rcp45,ACCESS1-0,2040-2059,73.04,70.13,75.36,81.37,65.16,70.01,76.02,71.02,70.58,71.82,72.94,81.33,84.62,83.39,76.1,68.58,62.1,64.81,69.21
CARNARVON-AIRPORT,6011,-24.89,113.67,r1i1p1,rcp45,ACCESS1-0,2040-2059,56.96,57.06,56.09,62.76,51.94,55.37,58.56,57.12,58.32,54.34,54.97,58.97,65.02,65.1,58.15,53.17,50.96,51.7,55.74
CEDUNA-AMO,18012,-32.13,133.7,r1i1p1,rcp45,ACCESS1-0,2040-2059,64.02,59.4,65.79,75.05,55.93,59.7,68.47,57.76,62.64,65.34,60.79,71.23,78.07,75.82,71.26,61.88,52.53,53.39,57.53
CHARLEVILLE-AERO,44021,-26.42,146.25,r1i1p1,rcp45,ACCESS1-0,2040-2059,49.25,47.98,52.21,58.78,37.87,47.26,51.12,49.21,50.46,43.04,51.96,61.62,65.49,61.71,49.13,35.05,33.72,44.84,44.79
COBAR-MO,48027,-31.49,145.83,r1i1p1,rcp45,ACCESS1-0,2040-2059,57.11,49.69,60.87,71.53,46.2,51.04,63.18,50.04,48.95,53.75,57.57,71.3,75.66,75.17,63.75,50.6,42.62,45.38,50.52
COFFS-HARBOUR-MO,59040,-30.31,153.12,r1i1p1,rcp45,ACCESS1-0,2040-2059,67.35,71.86,72.46,65.71,59.39,71.21,63.5,72.66,74.73,74.81,70.65,71.93,69.98,67.87,59.27,54.47,57.48,66.2,68.14
DARWIN-AIRPORT,14015,-12.42,130.89,r1i1p1,rcp45,ACCESS1-0,2040-2059,69.91,80.72,71.37,59.12,68.48,77.66,62.2,82.23,82.72,80.6,72.15,61.36,56.78,59.23,61.34,66.34,68.13,70.98,77.08
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,r1i1p1,rcp45,ACCESS1-0,2040-2059,70.44,64.58,71.26,84.28,61.54,64.44,76.52,65.82,62.84,65.71,68.25,79.82,86.02,86.82,79.65,68.69,56.82,58.54,64.82
EAST-SALE-AIRPORT,85072,-38.12,147.13,r1i1p1,rcp45,ACCESS1-0,2040-2059,77.91,74.68,81.58,83.48,71.84,75.89,79.91,73.81,76.76,79.86,80.09,84.8,85.86,84.58,79.99,75.01,69.23,71.26,73.65
ESPERANCE,9789,-33.83,121.89,r1i1p1,rcp45,ACCESS1-0,2040-2059,65.05,58.25,67.14,74.2,60.8,60.06,70.16,56.26,60.57,61.82,67.3,72.3,76.49,75.64,70.47,67.26,58.78,56.36,57.33
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,r1i1p1,rcp45,ACCESS1-0,2040-2059,58.77,47.68,57.23,74.3,55.95,49.49,68.15,48.23,48.13,50.52,56.51,64.67,73.19,75.54,74.17,68.37,52.95,46.52,46.4
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,r1i1p1,rcp45,ACCESS1-0,2040-2059,67.39,61.94,70.06,75.03,62.56,63.85,70.98,60.92,64.53,67.76,68.44,73.98,77.67,75.98,71.42,64.7,62.13,60.86,60.29
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,r1i1p1,rcp45,ACCESS1-0,2040-2059,53.26,45.54,55.44,67.21,44.87,46.59,59.81,41.62,49.65,46.26,54.5,64.37,73.15,69.16,59.33,51.34,41.51,41.76,44.81
LAUNCESTON-AIRPORT-COMPARISON,91104,-41.54,147.2,r1i1p1,rcp45,ACCESS1-0,2040-2059,76.72,67.81,78.95,87.28,72.9,70.48,82.99,66.97,71.39,74.24,76.89,85.74,88.95,88.4,84.48,77.06,73.3,68.34,64.87
LAVERTON-RAAF,87031,-37.86,144.76,r1i1p1,rcp45,ACCESS1-0,2040-2059,73.53,68.84,75.74,81.45,68.01,69.75,77.25,67.85,69.62,72.32,73.67,81.23,83.64,82.89,77.82,72.36,65.54,66.12,69.25
MACKAY-M.O,33119,-21.12,149.22,r1i1p1,rcp45,ACCESS1-0,2040-2059,74.27,74.73,79.36,74.84,68.2,75.11,73.47,74.66,77.99,76.56,82.24,79.29,74.92,77.38,72.23,67.56,69.42,67.62,71.41
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,r1i1p1,rcp45,ACCESS1-0,2040-2059,40.54,32.06,42.2,54.3,33.3,33.73,47.21,26,38.14,32.53,42.28,51.79,62.94,56.28,43.69,38.16,30.39,31.36,32.45
MELBOURNE-AIRPORT,86282,-37.68,144.84,r1i1p1,rcp45,ACCESS1-0,2040-2059,71.83,67.77,73.7,79.13,66.64,68.45,75.18,66.95,68.44,71.35,70.96,78.81,81.87,80.34,75.17,70.59,64.3,65.04,68.2
MILDURA-AIRPORT,76031,-34.23,142.08,r1i1p1,rcp45,ACCESS1-0,2040-2059,65.27,55.91,67.66,81.52,55.93,57.39,73.18,55.59,54.46,61.82,62.45,78.7,84.65,84.6,75.32,64.76,51.08,51.94,57.88
MOREE-AERO,53115,-29.49,149.85,r1i1p1,rcp45,ACCESS1-0,2040-2059,61.16,61.1,60.79,71.35,51.25,58.88,63.46,62.62,60.81,56.15,58.55,67.69,74.13,74.77,65.16,52.1,46.89,54.76,60.32
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,r1i1p1,rcp45,ACCESS1-0,2040-2059,75.09,66.94,77.49,85.48,70.53,69.37,80.87,64.68,68.69,73.96,73.93,84.58,88.52,86.59,81.32,75.56,68.64,67.39,67.22
MOUNT-ISA-AERO,29127,-20.68,139.49,r1i1p1,rcp45,ACCESS1-0,2040-2059,41.31,51.7,42.59,40.2,30.55,45.87,36.62,53.99,53.2,44.21,39.08,44.47,45.88,42.13,32.6,26.61,28.03,37.02,48.51
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,r1i1p1,rcp45,ACCESS1-0,2040-2059,70.77,75.82,73.97,70.14,62.87,73.86,67.68,77.02,78.49,75.95,71.25,74.71,72.54,72.14,65.74,60.47,59.93,68.04,72.15
PERTH-AIRPORT,9021,-31.93,115.98,r1i1p1,rcp45,ACCESS1-0,2040-2059,61.39,47.22,61.23,77.28,60.01,51.19,71.74,45.29,48.81,52.83,61.02,69.83,77.62,78.9,75.31,69.76,59,51.28,47.07
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,r1i1p1,rcp45,ACCESS1-0,2040-2059,42.06,54.7,42.2,37.12,34.37,47.77,36.48,56.43,59.04,48.65,37.59,40.34,41.41,36.11,33.84,33.48,33.7,35.93,48.18
RICHMOND-RAAF,67105,-33.6,150.78,r1i1p1,rcp45,ACCESS1-0,2040-2059,74.86,77.34,80.13,77.85,64.14,76.57,73.26,79.07,78.98,80.2,78.14,82.03,81.87,80.23,71.47,63.78,60.2,68.42,73.92
ROCKHAMPTON-AERO,39083,-23.38,150.48,r1i1p1,rcp45,ACCESS1-0,2040-2059,67.27,69.13,70.99,67.99,61.17,68.39,66.29,70.51,70.16,67.82,73.39,71.75,68.23,69.02,66.72,60.77,61.28,61.46,66.2
SYDNEY-AIRPORT-AMO,66037,-33.94,151.17,r1i1p1,rcp45,ACCESS1-0,2040-2059,68.06,72.12,72.03,66.87,61.19,71.02,65.15,73.29,73.62,73.18,70.79,72.12,69.96,68.31,62.36,59.12,59.03,65.42,69.58
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,r1i1p1,rcp45,ACCESS1-0,2040-2059,37.63,49.27,36.86,34.17,30.24,43.11,32.14,48.06,51.05,40.27,32.86,37.45,40.26,35.4,26.85,23.65,29.24,37.83,48.62
TOWNSVILLE-AERO,32040,-19.25,146.77,r1i1p1,rcp45,ACCESS1-0,2040-2059,65.07,69.98,66.15,62.52,61.59,67.95,62.18,69.97,72.33,67.03,66.92,64.49,62.59,64.57,60.4,58.17,62.84,63.75,67.84
WAGGA-WAGGA-AMO,72150,-35.16,147.46,r1i1p1,rcp45,ACCESS1-0,2040-2059,67.98,57.43,66.96,83.77,63.59,58.67,77.19,57.71,54.72,58.89,63.9,78.1,85.9,85.69,79.74,72.84,60.86,57.08,60.34
WILLIAMTOWN-RAAF,61078,-32.79,151.84,r1i1p1,rcp45,ACCESS1-0,2040-2059,73.3,74.66,78.48,75.02,65.03,74.69,71.98,75.34,77.74,78.66,77.09,79.7,77.83,76.25,70.98,64.92,62.2,67.97,70.89
WOOMERA-AERODROME,16001,-31.16,136.81,r1i1p1,rcp45,ACCESS1-0,2040-2059,53.23,45.16,54.73,69.02,43.97,46.2,60.33,45.7,44.82,50.81,48.45,64.93,74.48,70.66,61.91,49.42,40.58,41.91,45.09
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,r1i1p1,rcp45,ACCESS1-0,2060-2079,62.28,52.91,63.96,75.63,56.6,55.38,69.19,51.59,54.15,60.5,59.96,71.41,79.06,77.43,70.41,61.2,55.6,52.98,53.12
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,r1i1p1,rcp45,ACCESS1-0,2060-2079,72.97,64.06,75.83,81.63,70.42,67.54,78.47,63.81,65.23,70.49,76.29,80.7,83.11,81.6,80.18,75.54,69.68,66.04,62.95
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,r1i1p1,rcp45,ACCESS1-0,2060-2079,38.94,32.38,42.65,53.82,27.07,33.13,44.82,30.47,31.81,36.48,37.5,53.96,64.74,59.47,37.26,24.61,28.9,27.71,34.34
AMBERLEY-AMO,40004,-27.63,152.71,r1i1p1,rcp45,ACCESS1-0,2060-2079,67.49,65.72,73.73,74.15,56.37,66.18,68.83,66.13,67.65,68.51,72.95,79.73,80.4,74.5,67.55,56.15,54.65,58.31,63.32
BRISBANE-AERO,40842,-27.39,153.13,r1i1p1,rcp45,ACCESS1-0,2060-2079,66.04,66.29,71.38,67.87,58.57,66.68,65.36,65.96,68.19,69.41,71.01,73.73,71.9,68.17,63.53,57.42,57.44,60.86,64.84
BROOME-AIRPORT,3003,-17.95,122.23,r1i1p1,rcp45,ACCESS1-0,2060-2079,55.61,70.31,54.86,42.38,54.89,65.25,45.98,69.8,77.23,68.41,52.54,43.62,43.72,40.89,42.52,50.15,54.97,59.55,63.88
CAIRNS-AERO,31011,-16.87,145.75,r1i1p1,rcp45,ACCESS1-0,2060-2079,73.23,75.05,77.02,73.32,67.48,74.88,71.59,75.57,77.3,76.83,78.13,76.1,74.67,74.57,70.71,66.33,67.18,68.93,72.4
CANBERRA-AIRPORT-COMPARISON,70014,-35.3,149.2,r1i1p1,rcp45,ACCESS1-0,2060-2079,72.24,67.36,76.68,81.42,63.36,68.97,75.46,67.87,69.79,72.66,75.02,82.35,85.38,83.46,75.42,65.97,60.16,63.94,64.82
CARNARVON-AIRPORT,6011,-24.89,113.67,r1i1p1,rcp45,ACCESS1-0,2060-2079,57.46,57.93,56.76,62.52,52.61,56.27,58.65,58.2,59.3,55.87,56.43,57.99,64.16,64.45,58.96,55.32,51,51.53,56.28
CEDUNA-AMO,18012,-32.13,133.7,r1i1p1,rcp45,ACCESS1-0,2060-2079,63.74,59.15,65.74,75.07,55.1,59.33,68.27,56.51,63.78,64.74,60.76,71.71,78.43,75.21,71.57,60.24,52.5,52.58,56.89
CHARLEVILLE-AERO,44021,-26.42,146.25,r1i1p1,rcp45,ACCESS1-0,2060-2079,47.96,43.65,55.23,58.39,34.4,45.48,50.32,46.66,46.26,46.73,55.13,63.83,65.88,62.04,47.24,32.57,30.37,40.24,38.49
COBAR-MO,48027,-31.49,145.83,r1i1p1,rcp45,ACCESS1-0,2060-2079,55.93,45.46,64.43,71.16,42.56,49.94,61.94,47.01,47.53,59.13,61.69,72.47,76.52,74.83,62.14,46.18,39.52,42,42.19
COFFS-HARBOUR-MO,59040,-30.31,153.12,r1i1p1,rcp45,ACCESS1-0,2060-2079,66.87,70.93,72.66,65.84,58.08,70.6,63.15,71.23,74.13,75,70.81,72.17,70.75,66.66,60.13,53.77,55.45,65.02,67.36
DARWIN-AIRPORT,14015,-12.42,130.89,r1i1p1,rcp45,ACCESS1-0,2060-2079,69.68,79.63,71.8,59.58,67.76,77.02,62.37,81.09,82.42,81.3,72.22,61.89,57.32,59.42,61.99,65.37,68.2,69.71,75.23
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,r1i1p1,rcp45,ACCESS1-0,2060-2079,68.02,58.81,72.41,83.63,57,61.55,74.58,59.81,60.79,67.81,69.64,79.79,86.84,86,77.59,63.6,52.19,54.63,55.86
EAST-SALE-AIRPORT,85072,-38.12,147.13,r1i1p1,rcp45,ACCESS1-0,2060-2079,77.82,73.86,82.83,83.23,71.3,75.97,79.65,72.99,76.73,81.57,82.01,84.92,85.49,84.31,79.89,74.07,69.24,70.58,72.03
ESPERANCE,9789,-33.83,121.89,r1i1p1,rcp45,ACCESS1-0,2060-2079,65.48,58.9,68.19,74.62,60.42,60.38,70.71,56.74,60.99,62.71,67.6,74.26,77.61,74.52,71.73,66.57,59.58,55.1,58.37
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,r1i1p1,rcp45,ACCESS1-0,2060-2079,59.04,48.43,57.61,74.17,56.03,49.93,68.25,48.73,49.05,50,57.82,65.02,72.96,74.25,75.29,69.75,52.22,46.13,47.24
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,r1i1p1,rcp45,ACCESS1-0,2060-2079,67.52,62.1,70.27,75.02,62.69,64.04,71.04,61.82,64.74,67.91,68.8,74.1,77.9,75.65,71.52,64.48,62.6,61.01,59.65
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,r1i1p1,rcp45,ACCESS1-0,2060-2079,54.45,48.13,57.61,67.84,44.27,48.19,60.59,44.34,52.89,48.2,56.81,66.61,73.76,68.12,61.64,50.82,42.57,39.42,46.63
LAUNCESTON-AIRPORT-COMPARISON,91104,-41.54,147.2,r1i1p1,rcp45,ACCESS1-0,2060-2079,76.9,68.03,79.3,87.35,72.97,70.78,83.04,67.66,72.12,74.65,77.49,85.78,89.04,88.15,84.85,76.66,73.76,68.47,64.13
LAVERTON-RAAF,87031,-37.86,144.76,r1i1p1,rcp45,ACCESS1-0,2060-2079,73.38,67.87,76.65,81.43,67.49,69.57,77.13,67.2,69.69,73.51,75.09,81.33,83.47,82.62,78.22,71.53,65.62,65.31,66.92
MACKAY-M.O,33119,-21.12,149.22,r1i1p1,rcp45,ACCESS1-0,2060-2079,74.63,74.54,79.65,76.95,67.41,74.77,74.52,73.87,77.59,77.53,80.69,80.74,78.63,77.75,74.47,67.5,68.04,66.69,72.04
